REG_ID,SEC_CUR_STAT,SEC_NAME,SEC_TITLE,Days,Time,Faculty,FAC_ID1_PREFERRED_LN,FAC_ID2_PREFERRED_LN,FAC_ID2_PREFERRED_LN1,SeatsAvailableScheduledCapacity,CR_MIN,CR_MAX,Textbox8
93305,Active,CHM-363L-02,Physical Chemistry I Lab,T  ,1:00 PM  - 3:50 PM  ,"Hernandez, Heriberto ","Hernandez, Heriberto",,,12 /12 ,0.00000,,RECORD COUNT 695
93306,Active,CHM-364-01,Physical Chemistry II w/lab,MWF TH,11:00 AM - 11:50 AM 1:00 PM  - 3:50 PM ,"Marzluff, Elaine M ","Marzluff, Elaine",,,12 /12 ,4.00000,,RECORD COUNT 695
92485,Active,CLS-242-01,Classical Mythology,MWF  ,3:00 PM  - 3:50 PM  ,"Dixon, Dustin ","Dixon, Dustin",,,25 /25 ,4.00000,,RECORD COUNT 695
92443,Active,CLS-248-01,Greek Archaeology & Art,MW  ,1:00 PM  - 2:20 PM  ,"Cummins, Monessa F ","Cummins, Monessa",,,25 /25 ,4.00000,,RECORD COUNT 695
92478,Active,CLS-263-01,Political Theory I,TTH  ,8:30 AM  - 9:50 AM  ,"Cummins, W Joseph ","Cummins, W",,,25 /25 ,4.00000,,RECORD COUNT 695
93598,Active,CLS-395-01,ST: The Athenian Acropolis,MW  ,8:30 AM  - 9:50 AM  ,"Cummins, Monessa F ","Cummins, Monessa",,,20 /20 ,4.00000,,RECORD COUNT 695
92486,Active,CLS-495-01,Senior Seminar,F  ,1:00 PM  - 3:50 PM  ,"Cummins, W Joseph ","Cummins, W",,,15 /15 ,4.00000,,RECORD COUNT 695
93415,Active,CSC-151-01,Functional Prob Solving w/lab,MWF  ,8:30 AM  - 9:50 AM  ,"Rebelsky, Samuel A ","Rebelsky, Samuel",,,24 /24 ,4.00000,,RECORD COUNT 695
93416,Active,CSC-151-02,Functional Prob Solving w/lab,MWF  ,2:30 PM  - 3:50 PM  ,"Perlmutter, Leah R ","Perlmutter, Leah",,,24 /24 ,4.00000,,RECORD COUNT 695
93417,Active,CSC-161-01,Imperative Prob Solving w/lab,MWF  ,8:30 AM  - 9:50 AM  ,"Curtsinger, Charles Miskimen ","Curtsinger, Charlie",,,24 /24 ,4.00000,,RECORD COUNT 695
93418,Active,CSC-161-02,Imperative Prob Solving w/lab,MWF  ,2:30 PM  - 3:50 PM  ,"Nye, Dawn ","Nye, Dawn",,,24 /24 ,4.00000,,RECORD COUNT 695
93419,Active,CSC-207-01,"OO Prob Slvg, Data Struc/Alg",MWF  ,10:00 AM - 11:20 AM  ,"Jimenez Pazmino, Priscilla Fernanda ","Jimenez Pazmino, Priscilla",,,24 /24 ,4.00000,,RECORD COUNT 695
93420,Active,CSC-207-02,"OO Prob Slvg, Data Struc/Alg",MWF  ,1:00 PM  - 2:20 PM  ,"Rebelsky, Samuel A ","Rebelsky, Samuel",,,24 /24 ,4.00000,,RECORD COUNT 695
93421,Active,CSC-208-01,Discrete Structures,TTH  ,8:30 AM  - 9:50 AM  ,"Liu, Yuandong ","Liu, Cyrus",,,20 /20 ,4.00000,,RECORD COUNT 695
93422,Active,CSC-208-02,Discrete Structures,TTH  ,2:30 PM  - 3:50 PM  ,"Autry, Eric Arthur ","Autry, Eric",,,20 /20 ,4.00000,,RECORD COUNT 695
93425,Active,CSC-211-01,Comp Org/Architecture w/lab,MWF  ,10:00 AM - 11:50 AM  ,"Curtsinger, Charles Miskimen ","Curtsinger, Charlie",,,24 /24 ,4.00000,,RECORD COUNT 695
